Order_ID,Order_Date,Region,Product,Category,Unit_Price,Quantity,Revenue,Customer_ID
ORD-02350,2022-06-06,Europe,Product G,Hardware,2091.97,18,37655.37,CUST-0808
ORD-02351,2022-11-21,Latin America,Product C,Hardware,763.13,56,53773.06,CUST-0678
ORD-02352,2022-06-26,Europe,Product J,Software,520.45,3,1561.36,CUST-0401
ORD-02353,2023-04-29,Europe,Product E,Services,479.19,64,30668.01,CUST-0402
ORD-02354,2022-06-12,Asia Pacific,Product I,Services,494.09,63,31127.77,CUST-0622
ORD-02355,2023-05-27,Latin America,Product G,Software,1000.32,86,86027.28,CUST-0062
ORD-02356,2022-12-28,North America,Product B,Services,1712.1,78,154625.28,CUST-0241
ORD-02357,2023-06-16,Latin America,Product D,Hardware,1006.49,40,40259.54,CUST-0647
ORD-02358,2022-06-12,Asia Pacific,Product E,Consulting,886.54,16,14184.72,CUST-0614
ORD-02359,2022-05-13,Middle East & Africa,Product E,Services,1463.28,89,130231.53,CUST-0885
ORD-02360,2022-05-12,Asia Pacific,Product J,Hardware,173.09,58,10039.44,CUST-0379
ORD-02361,2023-03-04,Europe,Product D,Services,1531.36,41,62785.94,CUST-0650
ORD-02362,2023-05-03,Asia Pacific,Product I,Services,1175.58,43,50549.88,CUST-0716
ORD-02363,2022-07-19,Europe,Product F,Consulting,2138.09,30,64142.58,CUST-0726
ORD-02364,2023-08-31,Middle East & Africa,Product D,Software,1002.75,61,61167.53,CUST-0912
ORD-02365,2022-01-20,Asia Pacific,Product I,Electronics,799.08,19,15182.51,CUST-0639
ORD-02366,2022-11-26,North America,Product I,Hardware,1142.69,94,123868.98,CUST-0461
ORD-02367,2023-02-03,Europe,Product E,Software,835.31,100,83531.34,CUST-0061
ORD-02368,2023-05-01,Europe,Product D,Electronics,756.87,80,60549.99,CUST-0495
ORD-02369,2023-07-30,Europe,Product E,Services,1094.68,41,44881.74,CUST-0620
ORD-02370,2023-07-04,Europe,Product D,Consulting,1352.9,38,51410.19,CUST-0752
ORD-02371,2022-03-04,Europe,Product I,Consulting,660.87,49,32382.57,CUST-0434
ORD-02372,2023-12-19,North America,Product E,Services,537.92,38,22588.49,CUST-0668
ORD-02373,2023-10-22,Latin America,Product B,Services,956.63,19,18176.01,CUST-0458
ORD-02374,2023-10-03,Latin America,Product I,Software,1208.0,98,118383.79,CUST-0322
ORD-02375,2022-04-21,Asia Pacific,Product H,Services,435.67,78,33982.44,CUST-0465
ORD-02376,2022-10-19,Europe,Product J,Software,747.41,3,2242.24,CUST-0127
ORD-02377,2022-02-23,Asia Pacific,Product I,Hardware,769.2,41,31537.32,CUST-0852
ORD-02378,2023-01-20,Middle East & Africa,Product A,Hardware,1310.34,51,66827.35,CUST-0183
ORD-02379,2022-12-01,Middle East & Africa,Product A,Services,681.83,97,80271.21,CUST-0905
ORD-02380,2023-06-08,North America,Product C,Hardware,209.47,9,1885.27,CUST-0144
ORD-02381,2022-06-05,North America,Product I,Software,2259.89,31,70056.51,CUST-0095
ORD-02382,2023-01-04,Asia Pacific,Product F,Electronics,854.65,97,82901.19,CUST-0072
ORD-02383,2023-05-20,Latin America,Product I,Electronics,1073.12,83,89069.35,CUST-0809
ORD-02384,2023-02-10,Europe,Product I,Electronics,1801.81,58,104505.04,CUST-0163
ORD-02385,2022-04-29,Asia Pacific,Product D,Software,160.2,88,14097.83,CUST-0572
ORD-02386,2022-01-25,North America,Product D,Hardware,159.2,29,4616.91,CUST-0777
ORD-02387,2022-08-27,Europe,Product C,Consulting,740.24,50,37011.98,CUST-0775
ORD-02388,2023-10-12,Latin America,Product A,Consulting,1542.8,64,98738.98,CUST-0025
ORD-02389,2023-11-17,Latin America,Product I,Electronics,128.25,76,10792.19,CUST-0236
ORD-02390,2023-08-20,Latin America,Product A,Services,1418.56,75,106391.79,CUST-0903
ORD-02391,2023-01-12,Middle East & Africa,Product C,Hardware,464.92,69,32079.32,CUST-0008
ORD-02392,2023-10-05,Middle East & Africa,Product E,Services,1134.71,66,74891.01,CUST-0398
ORD-02393,2022-06-13,Europe,Product J,Services,772.47,42,32443.82,CUST-0920
ORD-02394,2022-09-24,Latin America,Product B,Services,930.72,58,53981.59,CUST-0618
ORD-02395,2023-10-30,Middle East & Africa,Product G,Software,410.42,6,2462.53,CUST-0397
ORD-02396,2022-04-20,Europe,Product D,Consulting,1633.08,39,63690.19,CUST-0853
ORD-02397,2023-12-08,Europe,Product J,Services,829.21,7,7137.0,CUST-0236
ORD-02398,2023-08-04,Asia Pacific,Product D,Consulting,96.43,2,192.87,CUST-0222
ORD-02399,2022-07-05,Asia Pacific,Product D,Hardware,1896.25,50,94812.52,CUST-0738
ORD-02400,2022-12-02,Latin America,Product G,Consulting,1520.02,63,114534.16,CUST-0612
ORD-02401,2022-10-20,Europe,Product B,Consulting,285.08,1,285.08,CUST-0874
ORD-02402,2022-02-01,Middle East & Africa,Product A,Electronics,1896.23,1,1896.23,CUST-0311
ORD-02403,2023-04-01,Latin America,Product J,Software,239.6,48,11500.98,CUST-0221
ORD-02404,2023-10-24,Europe,Product G,Services,218.23,54,11784.61,CUST-0670
ORD-02405,2022-01-23,Asia Pacific,Product A,Electronics,639.0,34,21725.92,CUST-0468
ORD-02406,2022-07-29,North America,Product A,Hardware,468.52,15,7027.8,CUST-0089
ORD-02407,2022-08-29,Latin America,Product J,Consulting,582.61,3,1747.84,CUST-0720
ORD-02408,2023-07-31,Latin America,Product B,Software,470.18,51,23979.05,CUST-0695
ORD-02409,2023-01-22,North America,Product A,Hardware,1072.02,60,64321.25,CUST-0423
ORD-02410,2022-06-29,North America,Product J,Electronics,1596.47,99,158050.28,CUST-0898
ORD-02411,2022-10-15,Asia Pacific,Product H,Software,1613.78,4,6455.14,CUST-0688
ORD-02412,2022-10-06,Europe,Product D,Hardware,1793.21,84,150629.57,CUST-0046
ORD-02413,2023-07-31,Latin America,Product I,Hardware,1594.33,92,146678.3,CUST-0869
ORD-02414,2022-02-18,Asia Pacific,Product F,Electronics,1216.2,59,71755.55,CUST-0841
ORD-02415,2023-04-29,Middle East & Africa,Product C,Services,1334.27,48,64045.09,CUST-0744
ORD-02416,2023-07-19,Middle East & Africa,Product C,Services,1483.63,45,66763.36,CUST-0417
ORD-02417,2022-06-28,Middle East & Africa,Product G,Services,961.59,45,43271.74,CUST-0786
ORD-02418,2022-10-27,Europe,Product H,Consulting,929.79,56,52068.03,CUST-0089
ORD-02419,2023-09-09,Asia Pacific,Product C,Services,1853.2,83,153815.78,CUST-0478
ORD-02420,2023-04-07,Middle East & Africa,Product C,Electronics,719.73,81,58298.52,CUST-0149
ORD-02421,2023-09-06,Asia Pacific,Product I,Software,1709.64,74,126513.42,CUST-0143
ORD-02422,2022-07-30,Latin America,Product B,Hardware,1767.41,65,114881.64,CUST-0558
ORD-02423,2022-02-12,Middle East & Africa,Product B,Consulting,57.88,71,4109.41,CUST-0681
ORD-02424,2022-06-18,Europe,Product F,Hardware,305.8,94,28744.85,CUST-0857
ORD-02425,2023-01-18,Middle East & Africa,Product G,Consulting,1330.94,51,67877.9,CUST-0225
ORD-02426,2023-08-14,Asia Pacific,Product G,Electronics,490.34,83,40698.13,CUST-0465
ORD-02427,2022-06-09,Europe,Product A,Consulting,1770.86,64,113335.11,CUST-0148
ORD-02428,2022-03-15,Asia Pacific,Product D,Hardware,640.57,27,17295.45,CUST-0555
ORD-02429,2023-10-16,North America,Product D,Electronics,97.95,38,3722.28,CUST-0124
ORD-02430,2022-08-01,Europe,Product B,Electronics,598.62,16,9577.85,CUST-0433
ORD-02431,2023-01-02,Latin America,Product A,Consulting,635.42,50,31771.01,CUST-0384
ORD-02432,2022-08-02,Asia Pacific,Product G,Consulting,1199.9,62,74393.62,CUST-0651
ORD-02433,2023-09-22,Middle East & Africa,Product A,Hardware,1955.18,64,125131.28,CUST-0328
ORD-02434,2022-12-26,North America,Product E,Hardware,2075.15,50,129757.38,CUST-0789
ORD-02435,2022-04-11,Latin America,Product J,Consulting,1767.24,88,155517.09,CUST-0503
ORD-02436,2022-01-28,Latin America,Product A,Hardware,1530.15,12,18361.76,CUST-0487
ORD-02437,2022-09-16,Middle East & Africa,Product B,Electronics,528.51,92,48622.88,CUST-0647
ORD-02438,2022-04-07,Latin America,Product G,Services,520.69,61,31761.99,CUST-0036
ORD-02439,2022-11-27,Asia Pacific,Product I,Hardware,472.28,53,28009.45,CUST-0701
ORD-02440,2022-05-12,Middle East & Africa,Product A,Consulting,916.64,65,59581.5,CUST-0186
ORD-02441,2023-04-20,Asia Pacific,Product J,Hardware,1612.55,69,111265.95,CUST-0670
ORD-02442,2022-02-19,Asia Pacific,Product J,Electronics,1411.52,63,88925.9,CUST-0179
ORD-02443,2023-04-08,Asia Pacific,Product C,Electronics,616.06,43,26490.54,CUST-0437
ORD-02444,2022-04-23,Europe,Product B,Software,1089.2,32,34854.51,CUST-0006
ORD-02445,2023-02-01,Europe,Product G,Electronics,703.38,29,20398.12,CUST-0349
ORD-02446,2023-12-01,Middle East & Africa,Product H,Software,1441.96,90,167361.24,CUST-0119
ORD-02447,2022-04-14,Europe,Product C,Software,1643.06,78,128159.03,CUST-0577
ORD-02448,2022-01-25,Latin America,Product H,Services,1598.96,56,89541.64,CUST-0022
ORD-02449,2023-12-27,Middle East & Africa,Product F,Consulting,257.34,61,17372.79,CUST-0447
ORD-02450,2023-07-25,Latin America,Product B,Electronics,220.12,86,18930.64,CUST-0367
ORD-02451,2023-05-02,Latin America,Product I,Software,1817.9,18,32722.23,CUST-0124
ORD-02452,2022-01-25,Europe,Product B,Consulting,455.67,26,11847.32,CUST-0457
ORD-02453,2023-11-07,Middle East & Africa,Product F,Consulting,562.86,9,6555.98,CUST-0673
ORD-02454,2022-07-09,Middle East & Africa,Product G,Electronics,1141.35,30,34240.5,CUST-0208
ORD-02455,2022-05-31,Asia Pacific,Product C,Hardware,71.83,8,574.62,CUST-0523
ORD-02456,2022-01-13,North America,Product I,Services,1430.24,2,2860.48,CUST-0311
ORD-02457,2022-05-21,Asia Pacific,Product D,Hardware,1612.39,25,40309.73,CUST-0680
ORD-02458,2023-05-02,Latin America,Product H,Software,243.14,50,12157.08,CUST-0567
ORD-02459,2023-10-11,Middle East & Africa,Product B,Software,1350.81,66,89153.5,CUST-0149
ORD-02460,2022-03-11,Latin America,Product I,Electronics,1154.01,32,36928.22,CUST-0642
ORD-02461,2023-02-28,Asia Pacific,Product D,Services,842.46,97,81718.95,CUST-0443
ORD-02462,2022-02-13,Asia Pacific,Product G,Electronics,425.58,93,39579.04,CUST-0954
ORD-02463,2023-01-18,Latin America,Product H,Consulting,1680.93,29,48746.86,CUST-0767
ORD-02464,2022-05-11,Latin America,Product J,Consulting,1783.05,83,147993.24,CUST-0893
ORD-02465,2023-10-13,Europe,Product D,Consulting,1173.1,64,75078.37,CUST-0792
ORD-02466,2022-03-18,Latin America,Product J,Electronics,863.77,72,62191.23,CUST-0087
ORD-02467,2023-12-23,Europe,Product A,Services,650.0,36,27913.91,CUST-0827
ORD-02468,2022-12-16,Asia Pacific,Product I,Consulting,687.82,40,34970.91,CUST-0482
ORD-02469,2023-06-08,Latin America,Product G,Consulting,1405.74,88,123704.82,CUST-0620
ORD-02470,2023-09-06,Middle East & Africa,Product C,Hardware,707.3,89,62949.41,CUST-0502
ORD-02471,2022-12-17,Middle East & Africa,Product I,Consulting,1281.16,33,51825.88,CUST-0957
ORD-02472,2022-10-05,Asia Pacific,Product J,Consulting,494.29,42,20760.28,CUST-0929
ORD-02473,2022-09-03,Middle East & Africa,Product D,Services,1946.06,25,48651.61,CUST-0846
ORD-02474,2022-12-10,Middle East & Africa,Product G,Services,564.62,55,38319.13,CUST-0193
ORD-02475,2023-09-20,Europe,Product E,Software,1528.84,47,71855.33,CUST-0730
ORD-02476,2023-07-10,Middle East & Africa,Product F,Software,1606.16,75,120461.98,CUST-0533
ORD-02477,2022-06-27,North America,Product E,Software,541.42,82,44396.21,CUST-0851
ORD-02478,2022-12-12,Europe,Product H,Services,581.88,62,44858.24,CUST-0955
ORD-02479,2023-08-05,Latin America,Product I,Services,335.36,78,26158.3,CUST-0074
ORD-02480,2022-09-16,North America,Product G,Consulting,2362.25,1,2362.25,CUST-0069
ORD-02481,2022-07-13,Asia Pacific,Product H,Hardware,1872.76,71,132966.28,CUST-0598
ORD-02482,2022-10-11,Middle East & Africa,Product J,Hardware,438.42,7,3068.94,CUST-0438
ORD-02483,2023-10-06,Latin America,Product J,Electronics,978.92,50,48945.9,CUST-0321
ORD-02484,2022-05-03,Europe,Product C,Electronics,830.06,7,5810.44,CUST-0043
ORD-02485,2022-03-13,Asia Pacific,Product B,Consulting,1093.68,17,18592.63,CUST-0803
ORD-02486,2022-04-09,Latin America,Product D,Electronics,1788.06,73,130528.2,CUST-0062
ORD-02487,2022-01-11,North America,Product F,Consulting,1743.8,37,64520.54,CUST-0441
ORD-02488,2022-09-04,Europe,Product D,Consulting,1349.85,97,130935.79,CUST-0274
ORD-02489,2023-07-20,Asia Pacific,Product D,Software,94.76,75,7107.03,CUST-0325
ORD-02490,2022-08-14,Europe,Product G,Software,1216.97,3,3650.91,CUST-0978
ORD-02491,2022-06-14,North America,Product J,Consulting,2350.09,35,82253.28,CUST-0829
ORD-02492,2023-05-13,North America,Product B,Software,2038.19,29,59107.64,CUST-0248
ORD-02493,2023-04-16,Middle East & Africa,Product C,Software,1839.37,36,66217.31,CUST-0110
ORD-02494,2022-01-04,Europe,Product E,Hardware,1298.32,77,99970.84,CUST-0870
ORD-02495,2023-01-31,Latin America,Product D,Software,245.71,11,2702.86,CUST-0419
ORD-02496,2023-12-31,Latin America,Product H,Software,1491.37,50,94710.78,CUST-0769
ORD-02497,2023-01-25,North America,Product I,Services,540.0,87,46980.11,CUST-0504
ORD-02498,2023-03-24,Middle East & Africa,Product F,Services,90.4,65,5875.73,CUST-0631
ORD-02499,2023-02-02,Latin America,Product J,Software,777.27,91,70731.94,CUST-0080
ORD-02500,2023-09-08,Latin America,Product C,Hardware,453.91,41,18610.12,CUST-0362
ORD-02501,2023-02-19,Asia Pacific,Product D,Services,1801.98,49,88297.15,CUST-0615
ORD-02502,2023-04-26,North America,Product J,Software,1570.42,9,14133.75,CUST-0464
ORD-02503,2022-01-23,Latin America,Product J,Services,751.07,3,2253.2,CUST-0503
ORD-02504,2023-03-23,Latin America,Product G,Electronics,902.86,45,40628.55,CUST-0235
ORD-02505,2022-10-03,Asia Pacific,Product E,Hardware,358.29,29,10390.45,CUST-0875
ORD-02506,2023-08-23,Middle East & Africa,Product J,Consulting,1629.78,5,8148.89,CUST-0391
ORD-02507,2023-01-09,North America,Product D,Electronics,1714.62,21,36007.12,CUST-0095
ORD-02508,2023-09-23,Middle East & Africa,Product A,Services,204.55,33,6750.08,CUST-0464
ORD-02509,2022-06-02,Asia Pacific,Product C,Hardware,593.1,24,14234.43,CUST-0235
ORD-02510,2023-02-24,Asia Pacific,Product C,Consulting,180.22,12,2162.63,CUST-0636
ORD-02511,2022-02-23,Middle East & Africa,Product C,Services,1118.48,55,61516.41,CUST-0917
ORD-02512,2022-06-21,Europe,Product A,Software,1347.65,10,13476.51,CUST-0069
ORD-02513,2022-04-14,Asia Pacific,Product C,Consulting,292.07,60,17524.06,CUST-0567
ORD-02514,2023-01-13,Europe,Product C,Consulting,2054.46,32,65742.78,CUST-0806
ORD-02515,2022-01-09,Asia Pacific,Product C,Services,1050.83,3,3152.49,CUST-0513
ORD-02516,2023-06-01,North America,Product G,Software,450.78,61,27497.76,CUST-0160
ORD-02517,2022-05-16,Europe,Product J,Services,1285.94,36,46293.82,CUST-0474
ORD-02518,2022-09-09,Latin America,Product C,Electronics,1441.19,21,30264.95,CUST-0656
ORD-02519,2023-09-13,North America,Product B,Hardware,378.02,37,13986.59,CUST-0472
ORD-02520,2023-06-26,Latin America,Product G,Consulting,1105.86,52,57504.95,CUST-0911
ORD-02521,2023-06-22,Latin America,Product I,Services,1583.45,74,117175.32,CUST-0736
ORD-02522,2023-02-19,Asia Pacific,Product I,Hardware,375.45,64,24028.56,CUST-0130
ORD-02523,2022-02-07,Europe,Product B,Consulting,2188.66,39,85357.85,CUST-0119
ORD-02524,2023-09-11,Latin America,Product G,Hardware,634.06,4,2536.24,CUST-0323
ORD-02525,2023-05-14,Europe,Product A,Software,989.23,82,81116.7,CUST-0769
ORD-02526,2022-05-31,Latin America,Product J,Software,1315.69,39,51311.87,CUST-0406
ORD-02527,2022-09-08,Europe,Product A,Software,1993.36,33,65780.83,CUST-0499
ORD-02528,2023-02-13,Latin America,Product H,Services,1770.65,60,106238.86,CUST-0134
ORD-02529,2023-03-02,North America,Product D,Software,2159.07,13,28067.92,CUST-0303
ORD-02530,2023-01-19,North America,Product F,Hardware,2187.98,84,183790.1,CUST-0894
ORD-02531,2023-03-20,North America,Product J,Services,890.17,66,58751.36,CUST-0565
ORD-02532,2023-05-04,North America,Product H,Electronics,884.81,25,22120.22,CUST-0318
ORD-02533,2023-06-03,Europe,Product A,Electronics,368.04,92,33859.61,CUST-0576
ORD-02534,2022-10-04,North America,Product A,Consulting,571.74,67,38306.81,CUST-0381
ORD-02535,2022-01-25,Latin America,Product G,Services,1607.1,59,94818.71,CUST-0356
ORD-02536,2023-09-29,Asia Pacific,Product E,Services,149.29,67,10002.22,CUST-0600
ORD-02537,2022-05-07,Latin America,Product H,Hardware,1539.1,5,7695.49,CUST-0683
ORD-02538,2023-07-16,Middle East & Africa,Product I,Electronics,1997.36,20,39947.14,CUST-0956
ORD-02539,2023-01-22,Asia Pacific,Product H,Services,330.71,98,32409.13,CUST-0937
ORD-02540,2022-07-21,North America,Product J,Hardware,705.28,29,20453.06,CUST-0043
ORD-02541,2022-02-15,Asia Pacific,Product A,Software,429.26,73,31336.14,CUST-0199
ORD-02542,2023-03-04,Europe,Product G,Consulting,1273.76,27,34391.54,CUST-0001
ORD-02543,2022-03-09,Europe,Product A,Services,1614.93,9,14534.33,CUST-0225
ORD-02544,2023-04-25,Europe,Product H,Electronics,226.53,59,13365.54,CUST-0832
ORD-02545,2022-12-17,Middle East & Africa,Product F,Hardware,1913.55,34,79075.48,CUST-0562
ORD-02546,2022-12-05,Asia Pacific,Product I,Software,1352.12,92,151507.24,CUST-0699
ORD-02547,2022-10-13,Middle East & Africa,Product D,Software,1639.12,56,91790.56,CUST-0495
ORD-02548,2022-10-06,Asia Pacific,Product I,Services,1022.81,93,95120.87,CUST-0415
ORD-02549,2022-02-22,Middle East & Africa,Product E,Services,257.67,19,4895.71,CUST-0569
ORD-02550,2022-08-17,Europe,Product D,Hardware,1996.6,13,25955.8,CUST-0715
ORD-02551,2023-07-10,Middle East & Africa,Product F,Hardware,1497.92,54,80887.73,CUST-0581
ORD-02552,2022-12-06,Asia Pacific,Product B,Software,366.77,62,29327.3,CUST-0679
ORD-02553,2022-03-09,Asia Pacific,Product A,Hardware,841.55,56,47126.98,CUST-0158
ORD-02554,2023-03-01,Latin America,Product A,Services,1878.31,16,30052.93,CUST-0316
ORD-02555,2022-08-30,Latin America,Product H,Hardware,1197.43,52,62266.11,CUST-0441
ORD-02556,2022-08-29,Asia Pacific,Product D,Consulting,1618.83,44,71228.63,CUST-0164
ORD-02557,2023-09-05,Asia Pacific,Product J,Hardware,1713.74,13,22278.58,CUST-0085
ORD-02558,2022-03-26,North America,Product C,Consulting,1062.79,12,12753.48,CUST-0957
ORD-02559,2023-12-16,Europe,Product A,Electronics,1065.74,5,6003.84,CUST-0864
ORD-02560,2023-01-11,Asia Pacific,Product J,Electronics,128.84,40,5153.53,CUST-0339
ORD-02561,2022-04-13,North America,Product J,Electronics,2372.35,79,187415.82,CUST-0001
ORD-02562,2022-07-16,Europe,Product G,Hardware,285.67,76,21710.92,CUST-0299
ORD-02563,2023-09-23,Middle East & Africa,Product B,Consulting,604.67,9,5442.01,CUST-0474
ORD-02564,2023-09-13,Asia Pacific,Product C,Consulting,237.43,78,18519.88,CUST-0230
ORD-02565,2023-12-07,Asia Pacific,Product A,Hardware,1711.71,86,166720.54,CUST-0485
ORD-02566,2023-04-09,Asia Pacific,Product I,Services,622.62,91,56658.77,CUST-0835
ORD-02567,2023-02-15,Latin America,Product D,Services,1349.2,27,36428.34,CUST-0247
ORD-02568,2023-04-18,Europe,Product C,Electronics,225.43,76,17132.45,CUST-0897
ORD-02569,2022-05-01,Europe,Product B,Hardware,325.51,93,30272.0,CUST-0076
ORD-02570,2022-10-17,Asia Pacific,Product F,Consulting,516.55,62,32025.82,CUST-0446
ORD-02571,2023-02-24,North America,Product I,Consulting,767.96,91,69884.15,CUST-0215
ORD-02572,2023-04-30,North America,Product F,Software,974.46,45,43850.64,CUST-0068
ORD-02573,2022-02-20,North America,Product E,Hardware,496.56,64,31779.6,CUST-0475
ORD-02574,2023-11-06,Latin America,Product F,Hardware,309.16,42,16218.72,CUST-0725
ORD-02575,2023-03-09,Asia Pacific,Product J,Software,64.51,22,1419.12,CUST-0978
ORD-02576,2022-09-14,Latin America,Product B,Hardware,1757.27,43,75562.43,CUST-0152
ORD-02577,2022-02-13,Europe,Product D,Consulting,1350.41,36,48614.84,CUST-0930
ORD-02578,2022-07-27,Europe,Product G,Electronics,1708.49,81,138388.06,CUST-0370
ORD-02579,2023-12-30,Asia Pacific,Product J,Services,707.5,14,11851.93,CUST-0845
ORD-02580,2023-05-29,Europe,Product D,Software,768.25,85,65301.33,CUST-0879
ORD-02581,2023-06-02,Asia Pacific,Product I,Hardware,1784.69,76,135636.7,CUST-0628
ORD-02582,2023-09-19,Europe,Product G,Electronics,1030.87,93,95871.2,CUST-0606
ORD-02583,2023-07-15,Asia Pacific,Product I,Hardware,136.8,43,5882.47,CUST-0019
ORD-02584,2023-02-22,Middle East & Africa,Product B,Hardware,1667.63,54,90051.91,CUST-0952
ORD-02585,2023-04-20,Middle East & Africa,Product J,Software,1850.02,76,140601.87,CUST-0229
ORD-02586,2023-04-06,Asia Pacific,Product E,Electronics,1642.64,86,141266.67,CUST-0927
ORD-02587,2023-08-17,Asia Pacific,Product G,Services,58.36,30,1750.67,CUST-0042
ORD-02588,2022-08-16,Latin America,Product D,Hardware,54.39,7,380.72,CUST-0982
ORD-02589,2022-03-19,Asia Pacific,Product I,Consulting,1882.84,3,5648.51,CUST-0514
ORD-02590,2023-10-18,Asia Pacific,Product J,Electronics,1018.44,75,76382.96,CUST-0219
ORD-02591,2023-07-01,Middle East & Africa,Product E,Electronics,1717.71,50,85885.3,CUST-0575
ORD-02592,2022-12-03,Europe,Product I,Software,85.48,55,5246.66,CUST-0663
ORD-02593,2022-09-09,Latin America,Product A,Electronics,303.26,96,29113.06,CUST-0749
ORD-02594,2022-09-22,Europe,Product E,Services,946.41,55,52052.54,CUST-0209
ORD-02595,2022-06-17,Asia Pacific,Product B,Services,653.51,70,45745.72,CUST-0709
ORD-02596,2023-07-16,North America,Product B,Software,2103.34,1,2103.34,CUST-0977
ORD-02597,2022-09-03,North America,Product E,Software,325.29,58,18866.68,CUST-0346
ORD-02598,2022-05-05,Middle East & Africa,Product I,Hardware,1046.02,62,64853.25,CUST-0685
ORD-02599,2023-09-22,Asia Pacific,Product B,Services,1588.55,46,73073.3,CUST-0181
ORD-02600,2023-02-02,Europe,Product I,Services,1610.8,80,128864.1,CUST-0824
ORD-02601,2022-03-30,North America,Product C,Software,860.52,67,57654.62,CUST-0835
ORD-02602,2023-12-08,Middle East & Africa,Product D,Hardware,1982.67,97,235843.65,CUST-0031
ORD-02603,2022-12-15,Latin America,Product G,Electronics,1624.19,100,205031.09,CUST-0218
ORD-02604,2022-06-21,Europe,Product J,Hardware,1714.08,96,164551.58,CUST-0715
ORD-02605,2022-03-10,Europe,Product H,Consulting,1708.45,50,85422.48,CUST-0330
ORD-02606,2023-10-20,Asia Pacific,Product D,Electronics,120.94,25,3023.5,CUST-0004
ORD-02607,2023-08-08,Asia Pacific,Product A,Services,1315.0,54,71009.88,CUST-0768
ORD-02608,2022-01-08,Asia Pacific,Product H,Electronics,311.46,13,4048.92,CUST-0609
ORD-02609,2023-06-18,Middle East & Africa,Product B,Consulting,314.75,64,20144.13,CUST-0567
ORD-02610,2023-07-19,Asia Pacific,Product B,Consulting,1631.12,82,133751.61,CUST-0325
ORD-02611,2022-09-09,Asia Pacific,Product I,Hardware,622.23,14,8711.22,CUST-0057
ORD-02612,2022-11-04,Europe,Product E,Hardware,2198.46,36,92439.8,CUST-0422
ORD-02613,2022-03-18,Middle East & Africa,Product F,Electronics,1021.66,95,97057.68,CUST-0308
ORD-02614,2023-02-21,North America,Product A,Services,826.94,92,76078.85,CUST-0096
ORD-02615,2022-05-21,Middle East & Africa,Product J,Consulting,1710.56,47,80396.38,CUST-0117
ORD-02616,2022-04-08,Asia Pacific,Product F,Services,1782.4,24,42777.51,CUST-0591
ORD-02617,2022-08-06,Middle East & Africa,Product B,Software,145.7,40,5828.14,CUST-0862
ORD-02618,2023-07-18,Middle East & Africa,Product B,Consulting,1873.66,89,166755.58,CUST-0560
ORD-02619,2022-11-01,Middle East & Africa,Product E,Electronics,1795.89,97,224049.76,CUST-0320
ORD-02620,2023-03-07,North America,Product F,Services,1794.16,18,32294.89,CUST-0071
ORD-02621,2022-04-07,Middle East & Africa,Product A,Electronics,1788.23,6,10729.41,CUST-0481
ORD-02622,2023-01-05,Latin America,Product I,Electronics,565.35,76,42966.63,CUST-0963
ORD-02623,2023-07-29,Europe,Product B,Services,416.17,84,34958.67,CUST-0941
ORD-02624,2023-08-06,North America,Product A,Hardware,571.1,91,51969.9,CUST-0130
ORD-02625,2022-06-23,Middle East & Africa,Product D,Hardware,60.31,67,4040.68,CUST-0897
ORD-02626,2022-10-07,Middle East & Africa,Product D,Hardware,1117.75,8,8941.99,CUST-0441
ORD-02627,2022-08-05,Middle East & Africa,Product G,Software,1658.8,38,63034.38,CUST-0353
ORD-02628,2022-05-20,Latin America,Product J,Hardware,1825.96,37,67560.34,CUST-0276
ORD-02629,2022-09-13,Middle East & Africa,Product B,Hardware,547.25,78,42685.39,CUST-0510
ORD-02630,2022-01-02,North America,Product G,Consulting,507.33,33,16741.76,CUST-0708
ORD-02631,2022-05-12,Middle East & Africa,Product C,Consulting,283.96,86,24420.18,CUST-0255
ORD-02632,2022-05-16,North America,Product D,Software,1803.02,94,169483.84,CUST-0074
ORD-02633,2023-12-02,Latin America,Product C,Software,589.27,15,10738.71,CUST-0668
ORD-02634,2022-08-04,North America,Product A,Hardware,310.27,27,8377.33,CUST-0458
ORD-02635,2022-05-28,Europe,Product B,Services,752.36,53,39875.31,CUST-0388
ORD-02636,2023-11-07,Middle East & Africa,Product E,Hardware,1343.08,82,124360.15,CUST-0399
ORD-02637,2022-12-28,Europe,Product D,Hardware,1103.72,36,47183.62,CUST-0259
ORD-02638,2022-01-04,Latin America,Product H,Software,169.74,8,1357.91,CUST-0767
ORD-02639,2023-04-15,Middle East & Africa,Product E,Software,856.14,37,31677.12,CUST-0145
ORD-02640,2022-10-18,Asia Pacific,Product C,Hardware,1549.65,61,94528.92,CUST-0805
ORD-02641,2023-06-27,North America,Product J,Hardware,873.95,83,72538.06,CUST-0230
ORD-02642,2023-04-06,Europe,Product E,Hardware,2121.73,35,74260.38,CUST-0165
ORD-02643,2023-05-07,Europe,Product H,Software,91.78,31,2845.11,CUST-0661
ORD-02644,2023-05-13,Latin America,Product D,Consulting,1043.91,19,19834.3,CUST-0113
ORD-02645,2022-10-02,Asia Pacific,Product I,Services,1395.32,35,48836.21,CUST-0883
ORD-02646,2023-11-06,Middle East & Africa,Product E,Hardware,89.58,73,8445.5,CUST-0110
ORD-02647,2022-09-05,Asia Pacific,Product E,Software,1527.59,86,131372.48,CUST-0954
